date,000016.SH,000300.SH,000905.SH,038.CS,H11008.CSI,NH0200.NHF,Au9999
2007/10/31,4627.776,5688.543,4550.183,111.971,117.04,2162.2221,188.68
2007/11/1,4607.219,5605.232,4431.099,111.937,116.89,2179.3647,190.82
2007/11/2,4543.163,5472.93,4329.631,111.897,116.79,2162.7209,189.97
2007/11/5,4410.966,5360.305,4361.872,111.818,117.2,2154.467,193.14
2007/11/6,4344.886,5317.549,4395.011,111.804,116.62,2178.0701,195.29
2007/11/7,4383.631,5350.629,4385.856,111.712,116.46,2183.3309,199.96
2007/11/8,4154.969,5093.669,4205.65,111.541,116.08,2151.8992,199.43
2007/11/9,4139.572,5040.525,4153.236,111.374,116.3,2156.059,199.95
2007/11/12,4107.336,4978.252,4098.556,111.303,116.69,2097.1242,195.6
2007/11/13,4071.299,4939.244,4114.509,111.263,115.96,2082.0741,193.93
2007/11/14,4247.162,5145.888,4263.995,111.216,113.33,2085.1318,193.13
2007/11/15,4201.794,5081.113,4210.704,111.182,113.74,2068.1812,195.27
2007/11/16,4133.351,5007.662,4217.228,111.191,113.44,2043.9926,190.69
2007/11/19,4086.383,4994.416,4313.28,111.28,114.65,2041.681,189.69
2007/11/20,4136.078,5069.382,4371.676,111.373,114.39,2015.5239,189.4
2007/11/21,4064.782,4997.62,4308.422,111.453,116.13,1999.817,193.6
2007/11/22,3895.945,4772.617,4113.309,111.467,116.37,2036.6573,192.5
2007/11/23,3961.369,4856.161,4193.98,111.544,116.09,2074.7126,193.62
2007/11/26,3910.457,4800.082,4151.876,111.623,115.9,2069.1142,196.75
2007/11/27,3829.728,4711.152,4108.951,111.722,115.43,2074.884,196.44
2007/11/28,3784.279,4648.751,4078.041,111.778,115.29,2065.9744,193.2
2007/11/29,3975.709,4842.07,4185.267,111.798,115.08,2101.7972,192
2007/11/30,3880.339,4737.408,4122.932,111.81,115.15,2092.2772,190.23
2007/12/3,3910.129,4772.674,4170.263,111.818,115.27,2079.7227,188.81
2007/12/4,3963.187,4829.214,4194.015,111.827,113.62,2065.7807,189.7
2007/12/5,4070.822,4965.947,4273.045,111.854,115.35,2074.1467,191.93
2007/12/6,4070.157,4971.055,4291.068,111.901,114.73,2051.834,189.89
2007/12/7,4122.062,5041.35,4362.22,111.932,114.75,2067.937,190.64
2007/12/10,4165.864,5133.562,4483.831,111.962,114.76,2082.3119,190.24
2007/12/11,4159.432,5140,4534.937,111.985,114.7,2083.5107,192.31
2007/12/12,4083.594,5077.39,4544.681,112.094,114.96,2055.4512,191.25
2007/12/13,3948.737,4884.298,4402.636,112.06,114.68,2077.4512,192
2007/12/14,4008.878,4977.652,4499.53,112.332,114.67,2069.3883,190.5
2007/12/17,3876.139,4857.289,4506.042,112.415,112.02,2066.7794,189.1
2007/12/18,3849.147,4829.909,4467.812,112.485,111.81,2050.5097,189.42
2007/12/19,3953.055,4946.285,4565.622,112.46,112.48,2066.4874,191.11
2007/12/20,4040.036,5037.195,4621.393,112.479,111.91,2082.3967,190
2007/12/21,4081.005,5101.852,4691.533,112.405,111.76,2102.7135,190.5
2007/12/24,4172.444,5207.134,4772.638,112.437,111.77,2155.7419,192.16
2007/12/25,4162.079,5216.813,4815.209,112.482,112.48,2128.5598,192.27
2007/12/26,4175.555,5265.026,4912.841,112.534,112.84,2143.7833,193.04
2007/12/27,4258.549,5367.53,4963.453,112.906,113.15,2134.8689,193.8
2007/12/28,4226.756,5338.275,4947.603,112.756,113.28,2117.0283,195.03
2008/1/2,4219.686,5385.103,5123.934,112.823,112.65,2106.6017,196.46
2008/1/3,4230.418,5422.034,5230.749,112.846,112.85,2126.8187,200.8
2008/1/4,4282.686,5483.65,5243.032,112.831,113.11,2180.1723,202.5
2008/1/7,4330.275,5556.593,5347.806,112.924,112.94,2143.8276,200.26
2008/1/8,4358.095,5528.054,5200.552,112.975,112.67,2163.2183,203.9
2008/1/9,4405.921,5613.758,5356.482,112.987,112.73,2183.7228,208.83
2008/1/10,4431.461,5672.154,5382.326,112.98,112.67,2165.7107,205.6
2008/1/11,4481.487,5699.147,5376.797,113.187,112.73,2186.8415,208.4
2008/1/14,4499.139,5731.757,5445.102,113.183,112.65,2187.4167,211.18
2008/1/15,4440.819,5696.45,5487.088,113.207,112.76,2167.3683,212.34
2008/1/16,4274.021,5505.717,5412.911,113.213,112.91,2117.3874,206.72
2008/1/17,4178.709,5365.624,5270.956,113.251,112.93,2131.4035,206.98
2008/1/18,4195.954,5414.468,5317.448,113.316,113,2113.726,205.25
2008/1/21,3975.71,5145.734,5097.226,113.426,113.14,2114.6971,205.76
2008/1/22,3679.014,4753.868,4661.826,113.432,113.08,2055.8088,200.4
2008/1/23,3822.816,4975.111,4912.058,113.823,113.85,2079.6173,207.33
2008/1/24,3818.332,5027.213,5080.926,114.17,113.35,2102.7741,207.25
2008/1/25,3875.578,5077.429,5096.69,114.317,113.21,2128.1714,211.85
2008/1/28,3597.264,4731.883,4740.501,114.468,113,2102.2286,213.09
2008/1/29,3611.978,4762.083,4840.636,114.456,113.09,2139.8714,214.3
2008/1/30,3541.082,4710.652,4851.426,114.615,113.24,2147.8317,214
2008/1/31,3497.922,4620.401,4663.415,114.803,113.3,2155.4097,213.98
2008/2/1,3500.053,4571.945,4456.927,115.404,113.49,2165.7568,213.98
2008/2/4,3796.13,4950.124,4820.387,115.674,113.93,2171.0712,210.11
2008/2/5,3766.163,4921.829,4838.995,115.699,114.14,2172.9595,208.97
2008/2/13,3660.157,4816.084,4813.581,115.777,114.46,2178.191,208.2
2008/2/14,3706.966,4880.252,4910.358,115.768,114.44,2206.4919,210.87
2008/2/15,3646.176,4813.311,4886.016,115.744,114.45,2206.9825,210.45
2008/2/18,3709.071,4910.992,5043.144,115.722,114.51,2230.5301,209.33
2008/2/19,3787.029,5020.753,5133.361,115.542,114.45,2237.5606,210.16
2008/2/20,3676.474,4908.717,5089.439,115.553,114.4,2238.425,213.35
2008/2/21,3620.846,4876.03,5153.601,115.664,114.34,2277.6508,216.49
2008/2/22,3466.204,4702.241,5029.198,115.804,114.29,2274.2931,217.18
2008/2/25,3331.99,4519.783,4869.654,115.884,114.27,2298.2731,217.89
2008/2/26,3363.701,4515.533,4868.814,116.013,114.37,2235.296,214.8
2008/2/27,3459.782,4639.768,4977.335,116.09,114.4,2257.1132,219.8
2008/2/28,3435.455,4622.056,4989.412,116.195,114.8,2287.1223,218.49
2008/2/29,3470.602,4674.55,5057.617,116.205,116.44,2293.0393,221.35
2008/3/3,3539.431,4790.744,5227.732,116.217,116.23,2317.2105,224.89
2008/3/4,3424.791,4671.148,5192.593,116.138,115.37,2301.0882,224.51
2008/3/5,3380.654,4628.724,5214.238,116.055,115.45,2276.0892,220.9
2008/3/6,3445.748,4685.03,5223.82,116.03,115.43,2315.0118,225.73
2008/3/7,3395.606,4621.685,5115.916,115.965,115.48,2309.0034,225
2008/3/10,3256.444,4431.589,4948.353,115.99,115.58,2282.6645,224.01
2008/3/11,3264.566,4441.184,5015.932,115.923,115.67,2270.5714,222.38
2008/3/12,3164.785,4309.648,4881.03,115.965,115.64,2221.9985,223
2008/3/13,3111.837,4198.96,4688.679,116.045,115.54,2214.3818,225.2
2008/3/14,3084.449,4157.871,4662.316,116.143,115.6,2243.0276,226.9
2008/3/17,2984.056,3965.279,4302.614,116.214,115.64,2264.9203,233.59
2008/3/18,2869.614,3763.948,3986.319,116.253,115.61,2197.7397,228.78
2008/3/19,2945.229,3888.861,4176.486,116.453,115.66,2201.6516,226
2008/3/20,3011.785,4001.832,4347.743,116.555,115.59,2146.9736,213.65
2008/3/21,3021.58,4037.83,4405.856,116.633,115.77,2180.799,209.95
2008/3/24,2869.284,3857.091,4314.581,116.75,116.13,2171.6294,206.9
2008/3/25,2884.623,3905.774,4367.341,117.027,116.54,2206.3528,210.34
2008/3/26,2896.689,3914.37,4352.053,117.117,116.64,2201.6392,212.21
2008/3/27,2760.451,3748.92,4119.785,117.237,116.52,2218.8151,214.64
2008/3/28,2910.511,3918.156,4241.452,117.245,116.34,2225.1795,213.31
2008/3/31,2823.975,3790.53,4044.098,117.199,119.64,2225.3211,212
2008/4/1,2713.487,3582.855,3704.273,117.097,119.8,2176.9952,205
2008/4/2,2744.651,3547.977,3500.522,117.087,119.8,2200.9834,200.99
2008/4/3,2828.626,3650.698,3588.762,117.154,118.88,2219.1512,203.39
2008/4/7,2954.229,3845.822,3822.371,117.204,117.49,2229.1279,205.75
2008/4/8,2969.609,3891.059,3908.802,117.237,117.67,2205.5316,207.15
2008/4/9,2803.154,3688.125,3695.306,117.24,117.73,2210.9088,204.86
2008/4/10,2840.552,3754.715,3803.456,117.261,117.65,2214.5041,208.99
2008/4/11,2865.45,3783.728,3862.363,117.251,117.01,2193.3033,208.09
2008/4/14,2685.013,3536.327,3607.218,117.305,117.77,2190.0614,207.3
2008/4/15,2715.74,3583.299,3723.267,117.352,117.61,2197.6631,210.19
2008/4/16,2654.902,3494.016,3633.675,117.369,117.63,2194.7847,209
2008/4/17,2588.758,3386.63,3511.914,117.385,117.42,2211.1065,212.47
2008/4/18,2511.362,3272.499,3338.274,117.435,117.42,2209.5774,212.34
2008/4/21,2545.522,3267.554,3314.506,117.447,117.45,2203.576,207.29
2008/4/22,2595.693,3296.277,3266.383,117.426,117.62,2203.8439,206.02
2008/4/23,2718.253,3453.727,3409.774,117.427,117.47,2216.669,206.75
2008/4/24,2981.186,3774.504,3723.071,117.182,117.38,2228.4299,203.71
2008/4/25,2984.963,3803.07,3756.33,117.119,117.22,2213.3304,200.32
2008/4/28,2918.611,3729.154,3729.562,117.193,117.56,2255.7523,202.02
2008/4/29,2960.893,3776.943,3759.545,117.156,117.57,2248.036,200
2008/4/30,3125.533,3959.119,3903.178,117.136,117.55,2257.0635,198.13
2008/5/5,3169.079,4055.779,4040.159,117.257,117.63,2261.5594,194.98
2008/5/6,3128.807,4010.888,4024.99,117.227,117.69,2283.6591,196.8
2008/5/7,2979.817,3821.319,3850.226,116.611,117.72,2275.102,196.46
2008/5/8,3037.504,3925.041,3985.197,116.656,117.74,2282.9126,194.91
2008/5/9,2978.189,3878.924,3986.24,116.641,117.69,2272.8944,199
2008/5/12,2991.32,3904.92,4069.145,116.651,117.88,2284.8079,198
2008/5/13,2924.958,3851.687,4078.877,116.691,117.89,2300.7164,197.34
2008/5/14,3027.382,3975.782,4168.486,116.663,117.89,2304.1549,195.3
2008/5/15,3005.653,3948.088,4131.252,116.658,117.84,2300.0285,195.7
2008/5/16,3009.207,3936.121,4071.91,116.681,117.91,2345.1974,198.3
2008/5/19,2978.656,3914.072,4070.049,116.662,118.46,2329.2651,203.4
2008/5/20,2835.825,3710.818,3813.935,116.669,118.06,2331.0471,203.71
2008/5/21,2892.086,3783.049,3908.772,116.643,118.03,2312.1524,205.64
2008/5/22,2841.154,3711.444,3871.553,116.708,118.03,2343.1491,208.06
2008/5/23,2838.055,3675.147,3829.645,116.727,118.11,2359.6234,205.59
2008/5/26,2745.086,3559.217,3728.751,116.755,118.12,2392.577,206.79
2008/5/27,2754.122,3576.197,3743.539,116.736,118.09,2396.1643,206.69
2008/5/28,2836.263,3676.23,3847.258,116.777,118.11,2385.3484,203.07
2008/5/29,2765.949,3580.868,3749.216,116.814,118.15,2368.5705,200.3
2008/5/30,2800.791,3611.33,3755.631,116.837,118.26,2332.6588,195.79
2008/6/2,2814.297,3625.826,3788.153,116.863,118.33,2311.4674,197.64
2008/6/3,2804.067,3614.111,3771.097,116.9,118.37,2342.8495,199.6
2008/6/4,2736.826,3546.916,3704.078,116.905,118.36,2315.5333,196.1
2008/6/5,2722.407,3512.138,3657.487,116.915,118.34,2326.6327,196.79
2008/6/6,2701.789,3489.502,3629.923,116.914,118.37,2345.2021,196.65
2008/6/10,2480.763,3206.562,3312.794,116.63,118.41,2344.5899,197.49
2008/6/11,2446.776,3140.299,3226.923,115.962,118.25,2364.1328,195.26
2008/6/12,2387.758,3084.633,3197.545,115.948,118.23,2360.7203,193.8
2008/6/13,2322.792,2979.117,3045.105,115.858,118.3,2371.2472,193.8
2008/6/16,2323.689,2952.242,2977.818,115.859,118.33,2390.3165,193.62
2008/6/17,2262.282,2842.676,2791.289,115.81,118.28,2397.6487,196.34
2008/6/18,2368.71,2991.273,2951.844,115.816,118.26,2403.4508,196.39
2008/6/19,2201.34,2773.076,2702.801,115.818,118.14,2422.5558,197.26
2008/6/20,2273.707,2849.668,2764.28,115.407,118.22,2406.8556,199.3
2008/6/23,2220.083,2789.941,2717.969,115.193,118.25,2440.1151,199.93
2008/6/24,2256.116,2851.915,2806.774,115.259,118.32,2418.2663,195.95
2008/6/25,2334.403,2969.537,2966.895,115.237,118.2,2429.6606,196.15
2008/6/26,2326.9,2980.907,3003.302,114.868,118.4,2414.6194,196.29
2008/6/27,2206.317,2816.021,2792.705,114.551,118.42,2429.918,201.5
2008/6/30,2175.611,2791.819,2813.716,114.527,118.46,2448.0373,204.59
2008/7/1,2081.054,2698.347,2765.064,114.4,118.42,2443.1538,204.19
2008/7/2,2062.927,2699.597,2811.225,114.15,118.5,2463.663,207.59
2008/7/3,2088.969,2760.612,2941.521,114.157,118.43,2431.0115,207.98
2008/7/4,2077.234,2741.852,2941.085,114.139,118.4,2420.9501,206.22
2008/7/7,2190.304,2882.763,3094.845,114.229,118.36,2427.1064,203.3
2008/7/8,2193.207,2901.841,3142.32,114.384,118.28,2421.5949,205.13
2008/7/9,2289.675,3015.126,3226.147,114.503,118.32,2391.7212,203.32
2008/7/10,2259.26,2973.728,3152.489,114.628,118.21,2399.518,204.29
2008/7/11,2245.464,2953.498,3132.733,114.715,118.16,2454.0536,207.42
2008/7/14,2259.162,2975.874,3198.352,114.784,118.13,2448.68,211.29
2008/7/15,2157.91,2852.979,3106.326,114.772,118.19,2427.2156,213.09
2008/7/16,2088.777,2745.596,2948.526,114.889,118.31,2394.8838,213.03
2008/7/17,2073.327,2718.068,2918.369,114.908,118.29,2402.9754,211.27
2008/7/18,2158.7,2815.462,3015.798,114.909,118.28,2396.8758,211.49
2008/7/21,2228.446,2911.051,3139.509,114.976,118.31,2402.5628,211.1
2008/7/22,2217.827,2904.743,3150.015,114.958,118.25,2398.5454,213.01
2008/7/23,2213.147,2883.32,3122.687,114.975,118.37,2380.7651,206.79
2008/7/24,2299.571,2977.362,3200.735,114.98,118.28,2383.0661,203.9
2008/7/25,2265.683,2939.202,3172.168,114.933,118.36,2381.7713,204.9
2008/7/28,2278.229,2960.851,3215.846,114.997,118.33,2384.6857,204.43
2008/7/29,2232.787,2905.63,3150,115.004,118.24,2394.3956,204.87
2008/7/30,2219.242,2884.384,3132.766,115.001,118.29,2388.4136,201.61
2008/7/31,2164.08,2805.21,3017.217,115.051,118.35,2409.1879,201
2008/8/1,2205.685,2840.788,3063.812,114.879,118.25,2385.0296,200.7
2008/8/4,2155.891,2773.15,2990.168,114.916,118.1,2379.5496,201.6
2008/8/5,2120.509,2703.079,2897.725,114.951,117.98,2296.3738,196.4
2008/8/6,2150.003,2721.693,2904.186,114.98,117.99,2308.5536,195.8
2008/8/7,2143.803,2720.442,2923.745,114.914,118.08,2298.6463,195.58
2008/8/8,2056.916,2591.462,2711.964,114.98,118.05,2274.2843,191.5
2008/8/11,1975.516,2456.811,2508.59,114.658,118.15,2206.1936,189.88
2008/8/12,1961.231,2444.155,2473.417,114.757,118.12,2191.7088,180
2008/8/13,1949.357,2444.672,2472.3,114.807,118.13,2224.2973,182.84
2008/8/14,1941.237,2443.512,2483.696,115.008,118.19,2223.577,184.26
2008/8/15,1957.473,2447.615,2473.717,115.271,118.2,2169.5974,175.5
2008/8/18,1859.998,2313.402,2289.296,115.363,118.28,2231.833,178.06
2008/8/19,1889.099,2348.472,2327.019,115.456,118.24,2185.232,174
2008/8/20,2042.944,2532.94,2520.737,115.597,118.25,2230.9069,179.99
2008/8/21,1975.889,2443.979,2431.101,115.712,118.28,2265.755,180.94
2008/8/22,1948.065,2404.928,2382.523,115.883,118.37,2301.6722,184.04
2008/8/25,1954.851,2400.548,2374.06,115.983,118.36,2277.7574,181.19
2008/8/26,1919.976,2331.532,2244.993,116.099,118.27,2257.4334,180.88
2008/8/27,1921.884,2325.292,2237.867,116.249,118.38,2287.8997,182.58
2008/8/28,1938.757,2335.865,2236.824,116.574,118.39,2288.6512,183.78
2008/8/29,1975.453,2391.64,2307.158,117.039,118.5,2267.929,183.98
2008/9/1,1905.901,2309.171,2238.047,117.598,118.58,2260.4955,183.8
2008/9/2,1882.179,2285.411,2253.773,117.76,118.69,2204.4805,178.28
2008/9/3,1849.173,2245.964,2237.28,117.943,118.76,2210.6634,176.3
2008/9/4,1845.865,2251.146,2254.688,117.789,118.85,2224.6397,178.71
2008/9/5,1796.961,2183.432,2148.741,117.78,118.93,2208.1935,176.9
2008/9/8,1770.373,2126.518,2039.889,117.825,119.03,2180.3675,179.89
2008/9/9,1780.729,2139.145,2057.561,118.063,119.13,2144.7779,176.59
2008/9/10,1781.776,2143.176,2072.808,118.419,119.36,2132.2999,171.68
2008/9/11,1709.795,2072.126,2034.247,118.647,119.38,2128.2068,167.36
2008/9/12,1711.959,2077.846,2038.66,119.338,119.56,2168.6744,167.87
2008/9/16,1615.581,2000.651,1993.461,121.026,120.93,2067.12,171.45
2008/9/17,1532.958,1929.135,1956.035,121.736,121.5,2065.5751,173.99
2008/9/18,1508.523,1895.99,1899.323,121.614,122.3,2042.032,191.19
2008/9/19,1650.537,2073.113,2086.826,121.523,122.14,2065.0534,185.07
2008/9/22,1780.375,2207.614,2182.792,121.23,121.7,2111.0468,191.29
2008/9/23,1726.13,2123.478,2042.197,121.164,121.78,2099.161,193.98
2008/9/24,1736.119,2138.853,2088.549,121.51,121.97,2074.0689,194.4
2008/9/25,1808.808,2223.532,2138.065,121.517,122.09,2072.441,195.7
2008/9/26,1811.339,2243.657,2136.001,121.439,122.3,2049.8151,192.75
2008/10/6,1712.714,2128.696,2054.042,121.771,126.05,1960.1002,183.18
2008/10/7,1678.266,2102.448,2046.191,123.102,125.42,1871.3202,191.3
2008/10/8,1600.502,2022.881,1995.61,124.851,125.35,1819.4725,196.28
2008/10/9,1587.041,1995.297,1969.815,127.016,125.75,1788.1009,194.31
2008/10/10,1528.135,1906.96,1837.404,127.435,126.32,1705.2797,202.39
2008/10/13,1613.839,1985.486,1872.947,126.678,127.3,1668.5319,189.67
2008/10/14,1564.727,1934.619,1816.32,126.219,127.6,1685.1288,186.79
2008/10/15,1548.519,1914.356,1806.791,126.336,128.74,1642.4781,186.97
2008/10/16,1473.254,1820.903,1704.565,126.279,128.91,1561.3219,184.25
2008/10/17,1480.162,1833.262,1726.4,125.923,128.77,1542.3323,179.04
2008/10/20,1531.692,1896.733,1786.564,125.668,128.65,1585.4085,178.49
2008/10/21,1514.129,1881.406,1782.664,125.828,128.6,1528.954,175
2008/10/22,1470.922,1833.323,1748.84,125.738,128.83,1478.1748,169
2008/10/23,1459.197,1834.78,1766.59,125.757,128.55,1438.481,162.9
2008/10/24,1408.126,1781.598,1741.181,125.832,128.31,1421.7621,160.81
2008/10/27,1305.705,1654.671,1604.758,125.977,127.17,1376.2944,162.87
2008/10/28,1353.688,1705.82,1642.055,126.573,126.82,1405.3706,167.03
2008/10/29,1316.982,1658.223,1576.931,126.835,126.75,1397.1531,167.56
2008/10/30,1358.891,1697.656,1590.226,127.165,126.67,1445.8319,171.06
2008/10/31,1327.705,1663.66,1562.022,127.106,126.71,1382.5769,164
2008/11/3,1323.888,1653.542,1539.795,127.189,126.82,1425.038,165.8
2008/11/4,1313.017,1627.759,1513.495,127.279,126.91,1410.5699,164.82
2008/11/5,1370.764,1691.42,1563.369,127.462,126.91,1423.6431,167.5
2008/11/6,1332.714,1649.776,1536.598,127.71,127.07,1381.9397,165.51
2008/11/7,1363.458,1677.827,1561.221,128.103,127.2,1368.9596,165.52
2008/11/10,1469.623,1801.665,1676.277,128.71,127.46,1404.9228,167.9
2008/11/11,1443.209,1781.361,1662.848,128.717,127.44,1352.5159,167.18
2008/11/12,1457.431,1801.823,1704.226,129.02,127.51,1353.9973,165.64
2008/11/13,1509.893,1874.082,1784.497,129.473,127.86,1345.4002,161.79
2008/11/14,1550.465,1943.654,1867.485,128.763,127.94,1366.6498,164.44
2008/11/17,1572.904,1987.225,1959.072,128.521,127.79,1366.6243,166
2008/11/18,1459.109,1839.819,1816.285,128.77,127.8,1360.6503,165.43
2008/11/19,1543.77,1953.163,1944.327,128.048,128.62,1365.7346,165.6
2008/11/20,1511.797,1932.428,1948.681,128.319,128.58,1313.7089,166
2008/11/21,1501.093,1920.735,1921.04,128.536,128.37,1285.7262,167.66
2008/11/24,1435.641,1837.642,1842.344,128.267,128.22,1270.0213,173.5
2008/11/25,1435.356,1834.294,1827.642,127.409,128.29,1295.7368,178.49
2008/11/26,1440.636,1843.495,1834.774,127.931,128.05,1301.0398,178.8
2008/11/27,1455.736,1870.473,1861.518,128.592,128.47,1292.7558,178.8
2008/11/28,1411.165,1829.924,1841.45,128.195,128.18,1274.2294,179.01
2008/12/1,1424.864,1864.205,1919.475,127.698,128.97,1277.937,178.39
2008/12/2,1419.485,1868.631,1957.322,127.882,129.4,1230.6981,170.76
2008/12/3,1486.89,1952.668,2039.927,128.187,129.11,1218.8753,173.54
2008/12/4,1521.595,1982.928,2037.723,128.566,128.91,1187.1912,171.56
2008/12/5,1538.468,2013.175,2098.656,129.489,129.2,1130.2363,173.12
2008/12/8,1602.749,2095.036,2190.532,129.44,129.1,1165.093,172.3
2008/12/9,1554.506,2040.847,2134.58,129.047,129.29,1136.6833,173.61
2008/12/10,1607.489,2096.393,2195.743,128.963,128.43,1183.2539,175
2008/12/11,1567.021,2046.337,2127.183,128.981,127.91,1185.7802,180.53
2008/12/12,1499.292,1960.38,2031.992,129.609,130.09,1156.2099,178.49
2008/12/15,1508.715,1975.034,2073.029,129.79,130.16,1207.054,182.01
2008/12/16,1512.084,1994.45,2110.244,130.016,129.69,1192.9794,183.8
2008/12/17,1510.349,2001.42,2136.309,131.121,130.31,1199.4272,186
2008/12/18,1552.748,2045.102,2175.357,131.611,130.07,1176.09,188.83
2008/12/19,1554.114,2052.114,2194.994,131.588,130.03,1194.7938,187.15
2008/12/22,1522.438,2017.549,2193.475,131.572,129.34,1225.6138,186.01
2008/12/23,1451.759,1918.955,2054.535,131.587,130.38,1210.458,187.17
2008/12/24,1428.895,1887.075,2010.104,131.545,130.41,1219.6683,185.3
2008/12/25,1415.829,1870.765,2003.488,131.54,129.92,1203.7241,186.6
2008/12/26,1416.833,1862.096,1983.757,131.472,131.2,1204.259,187.2
2008/12/29,1407.626,1854.757,1984.755,131.476,131.76,1227.5335,194.8
2008/12/30,1390.401,1833.435,1971.466,131.508,129.48,1231.3179,192.69
2008/12/31,1384.914,1817.722,1939.433,131.474,131.3,1263.932,190.65
2009/1/5,1436.885,1882.959,2020.243,131.73,129.77,1312.2852,192.02
2009/1/6,1482.284,1942.795,2091.892,131.874,129.83,1374.6929,187.67
2009/1/7,1468.456,1931.178,2104.922,131.975,129.55,1380.8441,189.77
2009/1/8,1430.087,1887.991,2052.3,132.038,130.74,1347.2574,187.5
2009/1/9,1447.143,1918.365,2107.766,132.077,131.86,1386.4613,189.69
2009/1/12,1441.731,1920.687,2137.841,131.964,132.01,1396.9012,188.59
2009/1/13,1414.08,1876.185,2081.672,131.216,130.75,1360.3188,181.81
2009/1/14,1476.709,1955.244,2160.064,130.564,131.11,1420.3748,182.99
2009/1/15,1469.204,1954.874,2181.061,130.063,131.24,1391.9192,180.33
2009/1/16,1502.004,1990.214,2195.634,129.665,130.72,1422.9739,182.47
2009/1/19,1529.576,2012.465,2192.807,129.445,131.09,1426.0001,185.2
2009/1/20,1539.373,2025.19,2214.839,128.7,130.54,1422.568,182.95
2009/1/21,1536.759,2021.71,2217.626,128.431,130.69,1403.4897,187.57
2009/1/22,1547.589,2044.551,2256.367,128.869,130.77,1378.3457,187.8
2009/1/23,1538.273,2032.682,2238.082,129.158,131.15,1375.6827,188.49
2009/2/2,1541.678,2057.063,2306.769,128.855,131.02,1357.7024,199.75
2009/2/3,1580.293,2108.91,2369.654,128.352,131.08,1407.5371,198.09
2009/2/4,1631.742,2166.414,2423.887,127.746,130.76,1429.7771,197.53
2009/2/5,1629.466,2150.971,2384.764,126.764,130.36,1421.7529,199
2009/2/6,1689.002,2237.28,2493.74,127.29,130.93,1462.6209,201.2
2009/2/9,1716.505,2296.672,2579.228,127.531,131.29,1501.1875,198.87
2009/2/10,1723.548,2326.755,2653.213,127.453,131.15,1494.2522,196.96
2009/2/11,1728.942,2331.138,2658.05,127.726,131.21,1436.8785,200.72
2009/2/12,1699.346,2318.343,2707.922,128.321,131.62,1452.3038,206.58
2009/2/13,1755.569,2399.065,2805.01,128.392,131.45,1460.8805,206.8
2009/2/16,1817.061,2462.245,2854.444,128.316,131.84,1427.6459,206.49
2009/2/17,1763.945,2385.293,2738.58,127.918,131.61,1444.0306,211.1
2009/2/18,1675.858,2275.843,2632.908,128.056,131.63,1397.7881,213.65
2009/2/19,1675.769,2298.412,2687.489,128.214,131.62,1386.7669,214.22
2009/2/20,1695.255,2344.32,2776.955,128.149,132.01,1383.238,214.99
2009/2/23,1733.424,2410.481,2871.792,128.209,132.38,1414.8345,216.62
2009/2/24,1640.568,2301.849,2754.24,128.32,132.02,1382.2993,217.15
2009/2/25,1662.263,2304.251,2771.098,128.349,132.56,1414.1592,210.4
2009/2/26,1605.611,2190.185,2571.276,128.498,131.94,1426.5042,209.89
2009/2/27,1592.01,2140.489,2416.949,128.416,130.29,1421.1092,207.51
2009/3/2,1592.612,2164.666,2478.808,128.385,132.84,1418.8031,209.98
2009/3/3,1563.97,2142.154,2499.826,128.361,132.36,1421.3561,203.42
2009/3/4,1671.569,2285.149,2651.405,128.243,131.46,1448.6939,201.48
2009/3/5,1694.648,2304.919,2671.575,127.801,131.75,1455.9811,201.43
2009/3/6,1676.79,2286.576,2653.469,127.911,132,1455.8067,207.3
2009/3/9,1620.129,2202.527,2536.01,128.099,131.67,1430.8805,205.59
2009/3/10,1648.151,2240.782,2601.417,128.22,131.66,1446.4133,201.8
2009/3/11,1634.077,2220.38,2587.371,128.406,131.77,1441.2217,198.04
2009/3/12,1628.336,2215.7,2597.232,128.461,131.98,1432.8132,201.56
2009/3/13,1626.018,2205.422,2569.629,128.445,131.7,1438.7528,203.37
2009/3/16,1656.184,2241.614,2603.058,128.53,132.38,1463.763,203.99
2009/3/17,1705.512,2322.403,2699.594,128.787,132.32,1479.3282,202.5
2009/3/18,1702.296,2332.652,2734.547,128.728,132.42,1487.8086,200.4
2009/3/19,1733.8,2382.564,2797.155,128.79,132.49,1511.0363,204.85
2009/3/20,1726.211,2379.838,2784.106,128.793,131.4,1564.4167,210
2009/3/23,1767.049,2439.395,2843.879,128.894,131.88,1623.2715,210.32
2009/3/24,1776.117,2451.783,2865.333,128.774,131.95,1591.0023,206.49
2009/3/25,1747.419,2401.327,2785.664,128.764,131.3,1581.255,204.09
2009/3/26,1811.873,2479.789,2853.411,128.642,129.89,1633.8969,205.47
2009/3/27,1825.631,2498.931,2877.88,128.583,129.95,1603.6512,204.91
2009/3/30,1817.407,2484.487,2883.214,128.538,130.8,1596.4298,203.69
2009/3/31,1830.28,2507.789,2914.128,128.633,130.7,1613.4772,202.56
2009/4/1,1852.019,2548.222,2962.839,128.559,130.73,1604.2541,202.1
2009/4/2,1878.396,2576.4,2965.735,128.555,131.4,1639.6942,202.88
2009/4/3,1892.727,2570.503,2934.253,128.403,131,1644.0526,199.7
2009/4/7,1894.124,2576.95,2968.519,128.362,131.39,1708.9695,193.99
2009/4/8,1816.333,2479.348,2867.168,128.279,129.99,1662.2892,195.66
