代码,名称,净资产,少数股权,资产负债率%%,流动资产,固定资产,无形资产,流动负债,公积金,存货,应收帐款,营业收入,营业成本
002325,洪涛股份,302535.38,-245.91,52.12,571716.63,24986,6558.74,329040.06,114226.4,5725.01,369520.47,158852.27,125357.8
002326,永太科技,179055.66,3991.12,48.86,178886.63,78960.06,24671.06,165905.77,57006.28,48098.59,40212.68,72355.25,51819.85
002327,富安娜,230806.16,0,18.21,174434.06,50701.46,7059.42,48980.26,10046.37,61919.76,8635.46,86261.99,41371.62
002328,新朋股份,222875.16,45466.68,31.76,222819.16,126549.5,12477.96,107060.9,121775.36,48925.93,44919.35,210301.67,186442.52
002329,皇氏集团,159685.7,12940.08,26.75,92192.31,50892.62,8944.03,61204.98,101659.77,16807.67,36486.57,67005.05,44735.78
002330,得利斯,130903.13,643.9,18.27,58900.21,82946.4,16646.24,29241.73,48325.9,21319.38,20998.15,78333.06,64530.33
002331,皖通科技,118358.17,3400.73,25.13,130105.72,12078.01,5062.25,40546.3,60215.53,21220.2,26289.2,28895,22186.25
002332,仙琚制药,120481.81,1562.83,56.78,144919.13,96583.97,9479.21,144514.42,41155.1,38302.35,52684.1,118130.11,66211.6
002333,罗普斯金,136148,0,16.57,53194.81,67460.8,17554.86,27033.05,70568.82,15788.42,4981.83,51072.26,46913.01
002334,英威腾,146717.55,9811.32,14.57,133127,9403.16,7283.96,24692.92,17711.82,19879.09,28130.14,47888.6,27404.46
002335,科华恒盛,113536.52,10516.99,45.18,148285.55,29424.28,13477.15,79515.31,42288.7,23798.84,64273.25,51490.25,33045.06
002336,人人乐,276629.66,0,57.3,422629.84,93125.96,15460.85,364180.28,247589.8,154849.05,749.72,590737.25,449724.41
002337,赛象科技,127464.63,10435.36,19.75,110971.67,24499.85,3996.91,33210.19,43721.37,29025.96,35198,18458.18,13281.95
002338,奥普光电,74272.57,11178.91,11.59,69955.53,20887.6,5038.23,5506.33,36559.17,23092.36,21989.78,15264.12,7948.81
002339,积成电子,134905.75,6110.56,29.3,148087.81,20757.32,13972.2,53096.81,45904.28,31131.1,75967.3,40659.55,24360.23
002340,格林美,436337.44,47991.69,61.89,540778.56,279215,111198.22,524811.94,238846.66,246755.91,113891.82,225446.95,184073.77
002341,新纶科技,157020.77,7224.78,54.28,156583.38,59231.38,25376.18,152958,78432.03,27600.46,82674.3,55720.03,38488.87
002342,巨力索具,240638.59,0,40.17,201483.45,144990.19,19422.61,152266.34,67330.1,60995.46,80860.49,72034.72,55042.25
002343,禾欣股份,124933.35,20629.38,20.78,117632.86,55457.57,6237.23,37756.44,63895.35,24751.42,29918.7,84822.8,65206.18
002344,海宁皮城,495584.16,24305,45.17,369462.56,61448.2,5371.45,346685.34,44090.69,135090.3,28778.2,121343.42,31659.65
002345,潮宏基,246033.72,2656.71,43.11,278094.28,26538,2503.03,187388.59,90478.38,160428.94,18434.6,139459.23,88791.77
002346,柘中股份,153019.7,0,23.77,94144.74,15342.07,10909.86,46847.1,44081.5,14066.13,21518.17,20550.01,14353.55
002347,泰尔重工,120746.9,0,30.51,113559.77,35895.78,6639.52,49803.82,74526.88,35938.2,49333.6,18326.76,11900.88
002348,高乐股份,118842.7,0,2.31,65687,9935.21,12317.49,2616.12,43614.65,7190.42,19782.71,22904.24,15962.5
002349,精华制药,138856.8,15567.72,13.47,104998.88,41602.95,12034.11,16317.11,89729.27,19816.85,12953.17,29272.95,16248.74
002350,北京科锐,105882.77,4782.12,33.71,116418.45,23375.68,10024.75,56234.13,49238.19,30117.84,55291.98,52441.82,40370.35
002351,漫步者,166395.25,1061.99,5.81,142847.52,21755.26,6053.52,8964.4,101187.02,10724.82,2360.73,31115.85,21450.45
002352,鼎泰新材,73175.8,0,18.76,60341.53,22460.35,5113.65,16236.57,57999.61,14102.49,20367,35728.9,30946.01
002353,杰瑞股份,777717.69,24763.65,30.55,899113.63,146363.02,19407.64,348411.91,376731.47,236292.3,187693.56,122599.2,83784.68
002354,天神娱乐,78084.11,-191.08,42.77,46664.55,861.46,414.82,55512.98,-21396.6,0,12186.23,31928.14,8282.11
002355,兴民钢圈,196421.52,2103.87,34.47,175625.17,74103.75,8635.17,98652.74,98372.35,80581,22547.86,59050.38,51173.9
002356,浩宁达,150405.19,3610.51,39.52,178751.69,15365.84,9979.69,98846.81,98512.97,90723.15,30131.13,51789,33503.48
002357,富临运业,80589.6,2021.57,40.8,59268.32,42572.89,16986.35,54516.19,17218.42,7.98,814.09,30798.44,19326.01
002358,森源电气,208570.95,3436.58,49.59,298927.84,56892.3,3848.15,190880.95,42424.09,65681.4,117672.52,69491.67,45996.2
002359,齐星铁塔,93055.71,-6.28,32.85,79680.75,47291.15,8864.96,42355.07,45576.28,14636.49,53266.41,34987.87,27998.75
002360,同德化工,93935.74,9697.53,22.55,59705.01,26543.66,14842.86,22091.96,6320.66,6128.5,6724.68,30266.22,16370.22
002361,神剑股份,123321.7,110.25,34.79,142194.41,30636.85,4991.62,63636.93,54003.76,7818.67,46915.76,55896.98,44018.4
002362,汉王科技,73523.18,726.95,14.06,51767.84,20516.18,7820.68,11286.57,97684.46,8435.8,5454.68,18206.9,9044.36
002363,隆基机械,133004.95,8055.85,41.26,129621.8,88044.43,5379.4,95073.65,71177.71,54023.71,34620.4,71547.47,58975.6
002364,中恒电气,105172.65,1581.35,17.14,86596.8,25564.97,6356.6,15667.6,2616.45,26311.18,46134.37,32032.76,18616.73
002365,永安药业,110918.25,425.73,6.97,49503.18,59632.33,8476.53,5622.02,60456.65,5336.66,7816.18,30107.55,24909
002366,丹甫股份,74463.74,0,19.96,75469.11,14886.87,525.41,18389.9,47290.3,7338.72,13240.17,26944.65,22815.71
002367,康力电梯,204841.17,2631.29,43.65,212610.02,75875.31,23107.25,151595.45,34841.65,70635.13,35758.46,146957.36,95460.78
002368,太极股份,199737.48,2449.71,52.12,301993.31,3244.93,51014.85,214826.8,95026.25,23272.25,176855.55,164015.27,136421.91
002369,卓翼科技,137020.17,-66.6,52.46,155020.31,90932.46,4635.75,148493.44,64243.57,43694.34,26988.6,178945.75,170350.81
002370,亚太药业,76099.63,0,15.25,52976.76,27250.27,5311.35,13540.4,34231.51,9481.28,10898,19960.24,10808.01
002371,七星电子,185091.11,13342.19,51.5,157784.73,60420.15,67347.25,100826.63,83678.47,70390.21,53531.25,31838.68,17037.59
002372,伟星新材,209933.09,0,19.14,150858.13,65066.63,24657.36,47854.85,91417.7,44809.84,19501.78,111614.6,63970.7
002373,千方科技,101529.15,10101.44,51.69,163661.27,23459.6,5835.97,118915.82,-13732.67,46774.8,69336.18,72297.4,51815.87
002374,丽鹏股份,191737.06,2801.71,37.98,148919.97,73209.6,3207.26,114095.15,135929.63,79296.21,39545.28,61919.96,48411.65
002375,亚厦股份,684128,30066.8,61.64,1594015.13,43358.87,44914.51,1045667.69,181990.81,118235.17,1248235.75,533137.31,436177.44
002376,新北洋,182335.13,15517.01,31.45,138873.8,73878.47,13107.61,74224.68,31724.8,22040,41968.65,46752.87,25120.67
002377,国创高新,75513.57,13972.35,56.46,134930.56,15162.2,2376.55,88604.81,17824.67,22209.17,55523.36,46322.31,40778.03
002378,章源钨业,203705.52,0,36.13,142519.16,105084.72,10408.83,73276.25,57515.32,59452.28,34361.3,72778.97,65529.76
002379,鲁丰环保,124593.57,0,70.93,208357.05,156066.88,37920.87,303942.53,56693.98,49641.65,23086.09,89219.65,86225.55
002380,科远股份,95413.88,579.12,17.12,78250.86,19758.17,5974.5,19397.97,61708.92,13737.67,28005.09,16704.92,9040
002381,双箭股份,114230.42,3159.66,22.63,96434.31,42949.15,2762.12,34339.95,28432.25,18513.81,36647.96,46113.65,33076.23
002382,蓝帆医疗,108304.26,196.25,25.62,72484.43,52655.3,8092.75,27924.09,50769.37,17419.8,23523.31,75553.53,56986.18
002383,合众思壮,172938.23,4197.93,22.24,95931.15,11142.92,19916.32,41572.62,129083.3,28702.56,26362.6,30183.86,16630.82
002384,东山精密,270740.94,1992.21,56.05,382033.19,151536.56,8473.38,346740.34,164444.02,109191.61,125506.95,183238.72,153497.09
002385,大北农,592562.69,53410.96,38.39,504734.31,314716.94,74997.63,335174.94,51431.71,167929.02,118086.81,734170.44,565030.31
002386,天原集团,391085.56,37188.45,70.16,441191.34,657768.5,58674.78,834534.31,185366.23,46056.8,18123.1,272217.59,246128.55
002387,黑牛食品,129384.77,0,35.74,35081.14,66052.25,35140.39,27418.69,54483.86,13351.88,6046.66,25060.3,18644
002388,新亚制程,56427.4,1137.68,28.96,35214.23,7319.41,244.11,22849.09,27985.95,7415.47,11363.3,24733.67,20260.02
002389,南洋科技,215699.09,5254.6,26.53,87197.4,69659.06,30889.15,77361.52,121699.52,20404.64,24425.1,41047.1,27607.59
002390,信邦制药,244890.27,13400.2,57.3,374569.56,90824.95,15102.65,339532.63,73406.55,63271.32,137928.72,178467.61,141123
002391,长青股份,279870.16,1564.43,13,138596.59,120662.9,10844.46,29819.81,165843.48,46620.65,39998.35,94607.97,67489
002392,北京利尔,299884.44,264.32,30.19,286186.5,36541.98,59472.67,128885.72,99308.53,50444.23,133207.92,93121.95,61807.95
002393,力生制药,295977.13,5.84,11.02,158532.45,21028.34,9588.95,27623.9,169244.41,20867.77,8930.5,46363.62,18880.5
002394,联发股份,267750.22,10276.74,37.2,278216.72,137522.2,8195.8,80061.46,107700.25,51368.62,41341.9,171049.55,137288.36
002395,双象股份,78831.07,7658.99,27.54,77960.68,32757.5,7384.37,32117.45,42231.48,27834.16,11985.62,46571.23,42513.26
002396,星网锐捷,213208.2,38256.05,27.35,250435.59,42264.26,16958.01,90566.53,61744.68,65760.03,89451.21,133383.13,77479.21
002397,梦洁家纺,128792.77,-179.46,27.43,107942.8,50366.48,3851,46047.51,23297.31,48261.43,25919.1,60016.96,31708.55
002398,建研集团,190457.23,4228.58,21.39,155967.72,42651.26,11096.53,46370.37,57738.42,5122.68,102476.61,64915.71,39757.8
002399,海普瑞,838727.81,8105.67,16.81,669551.31,74718.71,16975.35,19008.22,527737.69,56344.7,45158.76,120341.5,77421.31
002400,省广股份,223905.97,20322.65,59.7,435891.41,3072.62,2711.17,303648.22,18287.59,413.87,177395.77,384840.84,322716.75
002401,中海科技,68485.9,546.23,37.01,70935.77,6154.24,594.98,40072.65,8605.19,6771.27,15041.32,28150.25,21896.61
002402,和而泰,95620.15,310.15,27.04,96088.86,24122.67,7389.83,35489.98,43802.53,19969.6,30522.01,50193.7,39802.71
002403,爱仕达,165965.48,0,39.25,165287.77,47414.12,27898.16,71895.65,105441.88,54348.36,42494.26,100068.68,60583.53
002404,嘉欣丝绸,124430.06,6964.99,36.45,111453.8,36911.03,4897.97,70666,32207.05,36591.48,31164.5,98949.24,79920.15
002405,四维图新,249171.27,20558.49,17.4,171746.91,14764.87,24346.86,52415.68,98281.32,5893.71,30637.38,67575.74,16479.97
002406,远东传动,215453.84,31.1,12.06,155274.81,40658.71,18297.06,27926.4,89304.5,25883.67,39837.14,48112.1,32475.97
002407,多氟多,143981.3,20859.89,48.91,137490.48,118827.76,7151.93,128284.55,93557.56,30762.3,45191.23,98535.25,82517.61
002408,齐翔腾达,484055.69,5186.15,31.94,259719.8,255104.3,25776.51,208727.94,254321.34,54079.71,18457,212009.97,182571.06
002409,雅克科技,129586.2,0,21.33,116975.05,23133.6,2599.48,34202.18,75144.25,15529.12,14777.79,51912.21,39570.73
002410,广联达,256443.02,1197.91,4.5,151588.91,39439.44,11028.83,8910.86,46763.96,688.93,7977.37,52212.81,1714.34
002411,九九久,84807.21,3724.83,47.05,83369.24,71469.43,6163.83,76308.78,24742.84,11233.73,31007.3,45606.1,36269.85
002412,汉森制药,117351.76,3473.71,12.06,62400.53,45711.53,10652.23,14607.32,44247.9,9176.03,16450.25,35609.18,10778.62
002413,常发股份,201614.13,0,22.43,137547.23,43612.25,8131.87,55662.28,126864.45,35460.42,72323.13,107959.92,94907.1
002414,高德红外,246036.8,0,4.51,165699.95,58914.48,13972.25,9373.8,148726.05,60498.48,64280.73,26450.68,13763.47
002415,海康威视,1549502.75,4437.78,33.03,2051640.75,166530.38,24492.77,646074.19,156327.88,280106.5,647854.19,979638.19,558949.75
002416,爱施德,441315.44,1038.65,57.95,976375.69,3419.62,4660.31,609502,153021.81,331051,98629.8,2286267.75,2213714
002417,*ST元达,35201.1,50.17,61.26,84357.56,2147.99,415.67,55628.3,40803.03,24082.3,41500.15,14798.47,12437.3
002418,康盛股份,212312.16,430.23,33.08,199774.34,98268.18,6293.98,85246.43,138695.22,23076.06,55134.57,97777.02,84595.63
002419,天虹商场,451331.25,-164.22,57.56,645582.5,180420.06,74906.1,600414.69,171161.52,147748.22,3323.65,889399.81,682185
002420,毅昌股份,160850.09,1597.42,57.41,253265.8,83737.24,13598.59,173840.88,80793.75,42477.81,101427.55,151338.23,132417.17
002421,达实智能,173499.19,13270.57,33.07,189721.11,10495.2,211.35,82269.31,77430.18,28157.44,74268.24,61398.71,44533.43
002422,科伦药业,1107881.88,16374.98,47.88,844279.13,598575.13,98295.52,675559.94,442990.5,197753.02,276329.72,383560.69,226064.95
002423,中原特钢,201233.92,0,41.41,130427.77,115574.86,16592.82,116150.96,106785.57,39845.84,45046.6,56863.35,50592.2
002424,贵州百灵,240741.97,2847.35,30.99,261423.77,56203.96,18460.53,105557.86,107867.61,76210.8,54655.08,81354.86,33090.15
002425,凯撒股份,191447.13,16366.59,27.15,95251.32,27898.05,7913.65,76417.56,120890.97,38980.2,15930.8,28474.63,18571.34
002426,胜利精密,301601.47,9782.42,42.72,330324.59,67618.61,14899.75,217071.88,141915.97,54104.63,87754.18,143269.59,122737.15
002427,尤夫股份,207884.11,3987.5,39.06,192533.88,122335.9,11847.67,123760.65,134343.66,28667.25,30760.6,102663.55,84013.11
002428,云南锗业,158504.63,7779.95,23.01,68205.52,74464.93,35976.2,47193.35,32370.55,31932.8,17315.32,25991,15778.62
002429,兆驰股份,471366.31,904.92,44.05,591291.63,36873.87,18521.89,322443.47,48916.32,114831,123757.25,264070.94,232848.3
002430,杭氧股份,359447.34,40871.9,59.13,458720.16,394759.91,27736.75,389513.44,88341.99,97184.13,210769.22,292841.47,243157.55
002431,棕榈园林,447296.06,11671.92,57.55,898913.38,51334.71,4639.37,432028.66,231930.55,506770.59,199810.84,212677.45,167030.23
002432,九安医疗,71236.24,0,25.13,61192.25,17010.5,5507.48,23907.36,30052.21,27751.86,11847.24,19464.7,13764.6
002433,太安堂,379338.19,7356.37,14.36,268162.59,71910.43,33329.98,49925.53,246009.3,162069.48,27788.63,89231.21,62048.69
002434,万里扬,222931.91,8599.92,45.88,288305.19,57468.01,11334.2,103356.84,90789.11,35147.87,41009.57,77807.81,52168.53
002435,长江润发,85504.53,0,41.29,84682.46,40616.56,12076.12,60125.26,42608.17,19769.25,17435.99,51796.68,44916.96
002436,兴森科技,209600.09,5094.71,34.56,139911.98,133388.95,5947.7,110141.06,99975.06,16871.17,71834.5,100668.8,71373.36
002437,誉衡药业,327172.69,22969.57,52.48,130600.71,150652.27,44448.98,345900,127033.1,22707.42,15357.48,126460.52,45831.98
002438,江苏神通,94451.27,0,26.56,88905.06,15808.17,6038.05,24652.21,40725.96,24099.75,35325.65,20032.73,12961.51
002439,启明星辰,149239.02,0,33.28,139343.5,16482.24,13710.1,60421.71,21400.64,17373.84,59616,47653.3,12921.49
002440,闰土股份,589011.25,36655.8,24.14,488262.06,223200.52,24839.36,193072.88,156258.17,167667.47,153215.27,243585.55,139007.66
002441,众业达,227570.52,5015.08,41.99,329298.34,26308.74,7286.71,166064.52,93292.15,90537.06,151025.2,310274.81,270251.34
002442,龙星化工,111851.1,0,61.54,134060.75,108424.63,10885.25,166046.27,41171.53,33409.46,56012.4,90034.06,77969.68
002443,金洲管道,193503.94,13053.24,17.19,149436.77,62636.2,8841.71,42052.85,77365.81,58317.32,37138.12,134790.06,119026.36
002444,巨星科技,388739.44,5946.78,27.79,317935.25,68473.78,9498.45,138518.44,96314.55,24241.57,59254.92,129172.27,97287.43
002445,中南重工,197589.67,1201.95,44.14,213208.84,67018.06,9901.23,154583.47,122076.72,64118.66,83800.55,42522.51,28650.4
002446,盛路通信,127686.47,0,19.32,88872.96,13678.8,3598.9,30559.99,67895.13,14969.84,40599.96,37224.57,25581.28
002447,壹桥海参,214544.05,0,32.51,68828.81,198973.77,19059.46,35427.98,44019.65,52881.33,7586.18,16641.53,4796.21
002448,中原内配,194516.31,0,23.79,110497.63,101798.81,8324.42,30234.05,54476.55,28925,19154.51,59540.36,37730.71
002449,国星光电,269007.59,18912.27,33.42,263174.44,127703.77,11567.73,61781.92,160719.17,46210.98,42515.75,90633.77,70752.78
002450,康得新,536423,4329.26,57.36,848262.81,335831.44,39776.7,488350.91,116069.96,68674.1,201352.88,330112.63,204615.05
002451,摩恩电气,68009.1,1903.81,59.03,68314.5,42918.65,9696.38,80021.06,6827.16,8571.66,39163.8,27077.5,19491.39
002452,长高集团,118635.42,808.68,15.13,112141.52,19093,4344.05,20020.07,22422.36,36016.01,30082.7,19141.42,11342.94
002453,天马精化,120196.7,6399.31,40.43,101307.4,61695.45,9996.13,85620.38,34059.96,22351.67,28317.61,56629.07,46797.78
002454,松芝股份,233005.22,16512.63,32.12,266416.75,31183.63,16642.65,107732.57,84242.15,42952.03,88897.43,131435.13,93940.93
002455,百川股份,77986.27,0,63.46,108905.85,78962.1,8933.48,128756.67,4024.8,36101.46,15572.95,120377.65,109217.77
002456,欧菲光,598300.38,0,60.13,1012767.63,364116.66,26862.3,736390.44,318711.19,293477.84,385429.69,868501.19,767569.56
002457,青龙管业,174492.17,899.69,24.8,142131.97,36377.42,10137.82,55796.25,82085.86,43517.71,51384.59,31440.28,22979.5
002458,益生股份,51591.01,276,70.91,25855.5,85887.86,3682.18,109308.27,43357.81,9743.23,2170.54,31832.63,43309.18
002459,天业通联,149883.47,-573.26,11.79,122273.86,37213.73,5355.14,19532.72,165434.81,35114.39,28589.78,10319.15,8445.03
002460,赣锋锂业,140549.77,106.8,32,110337.1,54865.91,22573.21,58328.51,76583.13,36667.26,23917.6,54439.94,43636.15
002461,珠江啤酒,334152.69,4019.43,46.92,175883.31,285780.03,70778.72,144917.13,159070.52,67100.31,28122.5,174103.61,104807.96
002462,嘉事堂,134810.77,47396.26,65.04,425733.19,31901.52,3761.71,339027.5,35835.3,70749.05,298490.72,368475.78,319610.63
002463,沪电股份,318129.09,0,43.44,231966.3,259500.97,20401,121622.38,16590.57,40482.71,76731.63,164598.06,152431.77
002464,金利科技,63321.5,0,10.76,32796,21043.22,3450.75,7581.47,60774.41,5693.97,8770.26,20134.32,15277.55
002465,海格通信,491113.59,41249.98,36.06,493429.66,88178.81,61690.21,194708.67,259107.47,165302.94,171616.31,132117.19,69801.46
002466,天齐锂业,287915.72,152670.5,39.19,171916,163203.97,262650.06,228203.3,322376.53,48321.25,13854.42,75566.31,39776.94
002467,二六三,141173.8,0,15.81,48682.09,9276.85,2451.3,25795.5,10943.82,666.9,6977.65,32405.99,9582.87
002468,艾迪西,72985.82,3337.06,55.26,113119.57,45731.9,8727.96,91030.31,26216.8,36082.05,28437.71,70204.06,61165.48
002469,三维工程,113495.56,4934.78,17.1,123467.2,13075.96,2589.43,24427.27,29854.28,10509.44,53202.2,29076.31,18958.43
002470,金正大,747076.38,9394.5,35.05,644171,353410,37514.21,364907.91,253542.5,191595.56,11853.21,969680.19,815078.63
002471,中超电缆,167029.02,62713.8,61.88,487385.59,72252.05,19005.42,320051.03,77440.9,120106.86,236614.91,231938.8,197491.41
002472,双环传动,159091.75,0,36.28,119553.05,96561.67,5815.75,78146.28,65524.48,66778.9,37131.32,69254.93,52171.18
002473,圣莱达,38160.42,407.18,9.34,22447.42,13283.99,4875.58,3932.06,22195.42,4100.1,3127.6,4726.26,4029.26
002474,榕基软件,136617.23,15.2,18.32,113953.52,3918.53,21839.59,27108.09,36364.26,27224.78,11518.87,23224.4,12200.42
002475,立讯精密,490319.94,0,52.3,609435,226268.52,32326.1,468551.16,183485.47,127661.32,263629.28,442423.09,350446.38
002476,宝莫股份,101335.67,11888.5,22.68,70335.3,36001,2129.15,22513.55,20521.75,9322.03,43009.46,30733.25,24646.4
002477,雏鹰农牧,416887.03,24917.02,52.13,413841.44,243097.38,16082.6,314554,264198.78,145500.92,23203.02,125007.5,115324.82
002478,常宝股份,286749.06,20251.97,19.87,211639.13,115423.38,14473.6,76118.11,110997.4,59822.51,52080.4,138455.06,116158.67
002479,富春环保,218771.3,29019.39,33.31,104205,145950.31,23918.07,79716.07,85284.55,11004.55,42472.87,158101.86,137725.16
002480,新筑股份,244627.8,12394.1,48.66,263880.91,144683.06,30365.24,172033.92,144754.06,51190.3,127864.3,64026.71,50082.31
002481,双塔食品,250102.41,0,36.12,246282.34,76274.81,4748.12,127497.97,137502.67,29154.68,11948.03,54059,38267.89
002482,广田股份,451859.19,12061.25,61.34,1082510.13,40008.76,5809.64,612618,218324.45,71995.84,737336.44,365764.75,303806.19
002483,润邦股份,234093.92,29269.9,33.22,249218.41,89087.4,42524.01,118207.81,138285.69,151471.42,25545.1,102319.25,81775.46
002484,江海股份,161576.38,9240.67,13.76,116615.8,50161.18,4770.05,25665.75,68007.13,27238.63,36808.62,52627.11,39191.89
002485,希努尔,195121.27,0,25.68,102203.4,107637.4,9029.3,24656.71,126202.7,33790.25,50194.28,50621.15,35070.03
002486,嘉麟杰,98747.15,1683.17,41.79,63434.01,47354.01,5022.51,30139.77,201.46,19116.48,11859.42,32443.14,25657.21
002487,大金重工,158252.41,0,29.53,141821.91,24304.28,11698.76,51179.76,76019.75,36615.51,35158.25,31015.09,23816.07
002488,金固股份,157603.56,3942.03,56.15,215780.52,86956.38,15043.5,180284,84037.56,59826.7,22804.21,69501.57,50452.18
002489,浙江永强,355989.28,148.42,35.15,351136.75,102637.88,28578.78,185732.67,180315.17,53689.61,28206.81,197936.45,151265.06
002490,山东墨龙,270462.38,4465.87,53.61,232345.3,173366.25,45321.45,266800.22,84950.06,89335.93,63498.05,109764.96,90952.24
002491,通鼎互联,269520.63,5551.28,46.88,324152.34,89439.11,11646.96,239322.27,70488.31,110728.97,132998.06,149176.36,117162.61
002492,恒基达鑫,110551.25,1651.45,24.77,43594.28,70829.06,7988.83,27673.85,55484.13,106.37,4783.2,6764.07,4637.58
002493,荣盛石化,668070.38,213204.66,74.63,1093154,1088768.38,64968.5,2475010.25,244226.75,151866.13,29637.33,1225278.5,1163241.25
002494,华斯股份,140028.42,1768.56,34.96,106677.26,29401.51,12307.01,37379.1,70839.8,52729.25,12659.67,24276.27,16955.1
002495,佳隆股份,108009.11,0,6.18,54800.38,39659.26,2009.92,4909.81,32227.43,4464.83,3851.95,18044.84,11115.5
002496,辉丰股份,308748.28,29884.36,43.09,300065.97,158440.81,36179.87,250060.09,190944.7,101057.71,39930.78,153316.59,122793.06
002497,雅化集团,218458.5,19520.51,19.01,86376.75,54074.13,32723.46,51604,37215.01,13483.29,29823.09,64872.35,38875.87
002498,汉缆股份,429135.41,-42.24,26.7,399704.63,47252.6,16815.57,152153.88,122118.02,89957.9,156060.97,207454.98,171353.63
002499,科林环保,69682.92,4797.51,25.24,58234.71,27149.45,12096.46,19121.48,35115.26,9863.9,17981.06,16960.5,13270.98
002500,山西证券,843747.81,56725.73,84.53,0,34520.95,7838.17,0,317011.63,0,0,243347.91,0
002501,利源精制,360350.91,0,52.61,364641.88,356908.56,6298.64,245673.95,145403.98,7454.08,8842.82,108763.97,69637.81
002502,骅威股份,173349.13,851.7,7.91,77398.68,19496.21,3289.01,14833.55,113514.2,12404.28,17156.39,16436.05,8832.62
002503,搜于特,222315.52,54.97,32.1,205703.75,36737.34,4121.15,70434.03,47195.98,61602.7,47050.5,86412.61,53262.07
002504,弘高创意,75348.46,0,76.62,306658.78,1290.21,34.2,246981.05,18724.68,25135.67,255278.95,160698.88,133104.34
002505,大康牧业,577612.81,3760.86,17.42,589424.38,52363.06,15426.74,70120,276022.22,22948.9,15964.92,99151.13,98243.36
002506,协鑫集成,49990.62,0,91.85,568118.5,12722.96,3523.71,500648.91,194674.97,88542.53,389235.09,356770.22,323887.19
002507,涪陵榨菜,121041.52,0,17.38,75727.34,51214.65,9120.74,16220.1,51098.57,18882.73,770.3,47592.14,26090.99
002508,老板电器,269569.81,-356.39,35.15,338965.84,32353.58,9113.37,144995.7,80821.43,58912.19,31740.34,204185.88,86981.65
002509,天广消防,153997.23,741.68,17.13,114574.07,28104.94,10212.62,31550.38,59807.57,7997.46,38543.35,36040.81,24357.8
002510,天汽模,170623.13,1111.62,53.99,239901,68453.92,6275.52,194447.95,64613.48,126995.11,56982.05,84585.61,64112.07
002511,中顺洁柔,239156.2,0,47.36,198533.61,227600.27,14268.92,99762.61,127435.72,55449.66,32300.9,129955.86,89813.57
002512,达华智能,142873.16,25662.1,37.43,94373.25,43413.53,10107.25,78862.9,70298.63,17254.49,48394.31,41206.2,30403.3
002513,蓝丰生化,114126.47,0,57.56,82475.65,150021.86,7339.75,113502.42,61216.38,23401.3,23761.9,57518.23,46445
002514,宝馨科技,97494.38,2947.12,20.19,51848.53,20876.81,5022.95,25115.85,54644.08,10316.86,22619.06,26092.5,18414.81
002515,金字火腿,134988.88,4676.74,2.68,56689.23,42014.1,2745.5,2783.29,79421.75,25860.7,1664.93,11357.41,7039.46
002516,旷达科技,198195.55,-476.98,62.17,221172.8,252586.41,15236.75,231054.5,71156.17,31463.55,62699.78,90682.4,55935.03
002517,泰亚股份,60469.15,0,23.63,30261.46,34587.76,9154.92,15316.45,33299.28,10168.35,14455.47,18016.1,14569.95
002518,科士达,159198.86,2605.5,20.95,155006.2,41767.3,4751.26,39505.28,73290.65,23472.05,54031.86,62376.56,42856.5
002519,银河电子,205404.16,2133.12,18.75,145223.61,31026.69,13053.87,47055.76,105118.7,27946.75,61001.56,63149.88,41576.6
002520,日发精机,67049.85,3379.8,47.29,86078.06,31957.6,9304.33,54827.35,22897.77,43710.89,24514.35,31624.4,19046.35
002521,齐峰新材,321841.97,0,21.41,283634.22,93771.65,12888.12,87593.38,198725.48,49981.64,48580.7,114931.95,88410.92
002522,浙江众成,133603.2,581.33,29.79,102491.92,70367.15,3244.12,55600.69,27619.49,12187.05,4754.02,22876.26,16244.47
002523,天桥起重,107192.22,5897.18,26.37,118669.92,27615.8,2567.33,40008.71,42344.8,17167.51,58215.16,22387.75,17449.2
002524,光正集团,75772.53,27907.6,45.28,56681.26,78352.13,19119.21,57296.41,29764.48,13539.6,24521.8,19867.64,13361.04
002526,山东矿机,196477.27,10779.88,39.87,237806.72,58757.15,22922.15,134602.52,110797.3,60395.13,101222.36,49613.2,39914.25
002527,新时达,207875.02,5282.5,29.46,182673.88,44855.39,18772.57,85885.31,86458.32,65874.36,63969.67,66879.55,42867.05
002528,英飞拓,211856.66,596.15,15.25,147385.98,10728.51,22296.92,31590.1,132948.73,38369.18,44176.25,73115.4,42619.4
002529,海源机械,97794.1,0,14.42,54222.26,37417.73,5638.85,14160.87,62375.46,31945.22,10671.25,8624.51,6299.16
002530,丰东股份,67775.59,6701,25.32,57337.76,21090.86,4723.43,21124,21037.71,19216.72,14078.44,21034.23,14913.86
002531,天顺风能,199167.17,5069.08,47.79,271088.63,79683.17,11473.75,185534.98,57030.2,35649.3,70877.88,93730.77,69202.71
002532,新界泵业,115708.11,5863.64,27.53,78390.13,52787.28,20230.06,45225.59,38579.09,23670.98,13337.6,57428.26,41739.5
002533,金杯电工,196721.34,17694.39,27.13,212264.88,50467.26,14092.37,74012.15,78960.74,51404.8,73468.81,148394.13,128376.3
002534,杭锅股份,238896.05,42137.12,59.29,495010.06,102869.36,29183.76,290543.97,103938.36,79205.13,156793.48,121745.32,95198.93
