Ёи╫╩й╠╪Д	Ёи╫╩╪ш	╪ш╦Я╠Д╤╞	Ёи╫╩а©(йж)	Ёи╫╩╤Н(т╙)	птжй
13:27:34	8.37	--	30	25109	бТел
13:27:29	8.37	0.01	25	20924	бРел
13:27:24	8.36	0.01	6	5016	бРел
13:27:19	8.35	-0.01	45	37575	бТел
13:27:14	8.36	0.01	10	8360	бРел
13:27:09	8.35	0.01	274	228790	бРел
13:26:49	8.34	0.01	47	39198	бРел
13:26:24	8.33	--	44	36652	бТел
13:26:09	8.33	0.02	103	85799	бРел
13:26:09	8.31	0.01	25	20775	бРел
13:25:59	8.3	--	4	3320	бТел
13:25:39	8.3	--	16	13280	бРел
13:25:24	8.3	--	40	33200	бРел
13:25:08	8.3	0.01	5	4150	бРел
13:25:03	8.29	--	10	8290	бТел
13:24:58	8.29	--	6	4973	бТел
13:24:53	8.29	-0.01	30	24869	бТел
13:24:48	8.3	0.01	50	41500	бРел
13:24:43	8.29	--	10	8290	бРел
13:24:38	8.29	--	14	11605	бРел
13:24:33	8.29	--	30	24869	бРел
13:24:28	8.29	--	5	4145	бРел
13:24:18	8.29	-0.01	8	6631	жпптел
13:24:08	8.3	0.02	4	3320	бРел
13:23:53	8.28	--	30	24839	бТел
13:23:48	8.28	-0.03	22	18216	бТел
13:23:48	8.31	0.03	50	41550	бРел
13:23:28	8.28	-0.03	80	66240	бТел
13:23:18	8.31	-0.02	8	6648	бТел
13:23:13	8.33	0.02	10	8330	бРел
13:23:03	8.31	-0.02	104	86424	бТел
13:22:58	8.33	--	8	6664	бРел
13:22:38	8.33	--	20	16660	бРел
13:22:13	8.33	--	15	12495	бТел
13:22:03	8.33	0.03	201	167433	бРел
13:21:58	8.3	--	5	4150	бТел
13:21:28	8.3	-0.01	11	9130	бТел
13:21:23	8.31	--	55	45705	бРел
13:21:07	8.31	--	13	10803	бРел
13:21:02	8.31	0.01	5	4155	бРел
13:20:27	8.3	0.01	20	16600	бРел
13:20:22	8.29	--	263	218026	бРел
13:20:12	8.29	--	10	8290	бРел
13:20:07	8.29	--	60	49739	бРел
13:19:52	8.29	0.01	20	16580	бРел
13:19:42	8.28	--	3	2484	бТел
13:19:37	8.28	0.01	111	91908	бРел
13:19:22	8.27	--	11	9097	бРел
13:19:17	8.27	0.01	32	26464	бРел
13:19:12	8.26	--	8	6608	бТел
13:18:57	8.26	0.02	5	4130	бРел
13:18:47	8.24	-0.01	5	4120	бТел
13:18:42	8.25	0.01	93	76725	бРел
13:18:37	8.24	--	16	13184	жпптел
13:18:27	8.24	--	1	824	бРел
13:18:22	8.24	--	18	14832	бРел
13:18:17	8.24	0.01	18	14832	бРел
13:18:12	8.23	--	22	18106	бТел
13:18:07	8.23	-0.01	6	4938	бТел
13:18:02	8.24	0.01	75	61800	бРел
13:17:57	8.23	0.01	2	1646	бРел
13:17:52	8.22	-0.02	16	13152	бТел
13:17:32	8.24	--	30	24720	жпптел
13:17:32	8.24	-0.01	8	6592	бТел
13:17:16	8.25	-0.01	190	156750	бТел
13:17:16	8.26	--	21	17346	бРел
13:17:06	8.26	0.01	40	33040	бРел
13:17:01	8.25	-0.02	106	87450	бТел
13:16:51	8.27	0.01	10	8270	бРел
13:16:46	8.26	--	22	18172	бРел
13:16:41	8.26	--	100	82600	бТел
13:16:36	8.26	--	11	9086	бТел
13:16:21	8.26	-0.01	13	10738	бТел
13:16:11	8.27	-0.01	30	24810	бТел
13:15:41	8.28	--	39	32291	бТел
13:15:36	8.28	-0.01	9	7451	бТел
13:15:31	8.29	0.01	6	4973	жпптел
13:15:21	8.28	-0.02	48	39744	бТел
13:15:06	8.3	--	5	4150	бРел
13:14:56	8.3	--	5	4150	бРел
13:14:41	8.3	--	4	3320	бРел
13:14:36	8.3	--	5	4150	бРел
13:14:31	8.3	--	80	66400	бТел
13:14:21	8.3	-0.01	50	41500	бТел
13:14:06	8.31	0.01	40	33240	бРел
13:14:01	8.3	-0.01	430	356900	бТел
13:13:56	8.31	0.01	1	831	бРел
13:13:41	8.3	--	59	48970	бТел
13:13:26	8.3	-0.01	25	20750	бТел
13:13:20	8.31	0.01	336	279216	бРел
13:13:05	8.3	--	65	53950	бТел
13:13:00	8.3	-0.01	5	4150	бТел
13:12:55	8.31	0.01	9	7479	бРел
13:12:50	8.3	--	7	5810	бТел
13:12:40	8.3	-0.01	11	9130	бТел
13:12:30	8.31	-0.01	425	353175	бТел
13:12:25	8.32	-0.01	17	14144	бТел
13:12:15	8.33	-0.01	63	52479	бТел
13:11:45	8.34	--	3	2502	бРел
13:11:25	8.34	--	20	16680	бРел
13:11:20	8.34	--	200	166800	бРел
13:11:00	8.34	0.01	5	4170	бРел
13:10:20	8.33	--	22	18326	бРел
13:10:15	8.33	--	5	4165	бРел
13:10:00	8.33	0.01	5	4165	бРел
13:09:55	8.32	--	10	8320	бТел
13:09:35	8.32	--	4	3328	бТел
13:09:25	8.32	--	119	99008	бРел
13:09:04	8.32	0.01	10	8320	бРел
13:08:59	8.31	-0.01	3	2493	бТел
13:08:39	8.32	0.01	15	12480	бРел
13:08:24	8.31	--	6	4986	бТел
13:08:09	8.31	--	10	8310	бТел
13:07:54	8.31	-0.01	119	98889	бТел
13:07:29	8.32	0.01	115	95680	бРел
13:07:24	8.31	--	35	29085	бТел
13:07:09	8.31	--	19	15789	бТел
13:06:59	8.31	--	10	8310	бТел
13:06:49	8.31	-0.01	3	2493	бТел
13:06:39	8.32	--	33	27456	бТел
13:06:29	8.32	--	16	13312	бТел
13:06:29	8.32	--	12	9984	бТел
13:06:19	8.32	--	20	16640	бТел
13:05:59	8.32	-0.01	109	90688	бТел
13:05:49	8.33	--	60	49980	бТел
13:05:44	8.33	--	1	833	бТел
13:05:39	8.33	--	3	2499	бТел
13:05:28	8.33	--	10	8330	бТел
13:05:23	8.33	--	5	4165	бТел
13:05:03	8.33	0.01	132	109956	бРел
13:04:53	8.32	--	21	17472	бТел
13:04:43	8.32	--	50	41600	бТел
13:04:33	8.32	--	10	8320	бТел
13:04:18	8.32	-0.01	15	12480	жпптел
13:04:13	8.33	0.01	30	24990	бРел
13:04:03	8.32	--	10	8320	бРел
13:04:03	8.32	0.01	10	8320	бРел
13:03:58	8.31	--	10	8310	бТел
13:03:43	8.31	--	3	2493	бТел
13:03:28	8.31	-0.02	1	831	бТел
13:03:18	8.33	--	10	8330	бРел
13:03:03	8.33	--	117	97461	бРел
13:02:48	8.33	0.01	9	7497	бРел
13:02:13	8.32	-0.01	10	8320	бТел
13:02:03	8.33	-0.02	48	39984	бТел
13:01:58	8.35	--	7	5845	бРел
13:01:53	8.35	--	10	8350	бРел
13:01:43	8.35	0.01	15	12525	бРел
13:01:38	8.34	--	28	23352	бРел
13:01:33	8.34	--	11	9174	бРел
13:01:27	8.34	--	13	10842	бРел
13:01:22	8.34	--	35	29190	бРел
13:01:17	8.34	--	2	1668	бРел
13:01:12	8.34	--	20	16680	бРел
13:01:02	8.34	--	10	8340	бРел
13:00:57	8.34	0.02	10	8340	бРел
13:00:57	8.32	-0.02	3	2496	бТел
13:00:47	8.34	0.02	1	834	бРел
13:00:09	8.32	--	51	42432	бТел
13:00:04	8.32	0.01	417	346944	бРел
11:29:44	8.31	--	102	84762	бРел
11:29:39	8.31	--	6	4986	бРел
11:29:34	8.31	--	357	296667	бРел
11:29:29	8.31	0.02	300	249300	бРел
11:29:24	8.29	-0.02	5	4145	бТел
11:29:19	8.31	0.01	500	415500	бРел
11:29:14	8.3	-0.01	5	4150	бРел
11:29:09	8.31	--	5	4155	бРел
11:29:04	8.31	0.01	25	20775	бРел
11:28:59	8.3	-0.01	55	45650	бТел
11:28:49	8.31	0.01	236	196116	бРел
11:28:34	8.3	0.01	7	5810	бРел
11:28:29	8.29	--	250	207249	бТел
11:28:24	8.29	--	10	8290	бТел
11:28:19	8.29	--	5	4145	бТел
11:28:04	8.29	--	15	12434	бТел
11:27:49	8.29	-0.01	10	8290	бТел
11:27:29	8.3	--	1	830	жпптел
11:27:19	8.3	--	30	24900	бТел
11:27:14	8.3	--	37	30710	бТел
11:27:09	8.3	--	15	12450	бТел
11:26:53	8.3	-0.01	35	29050	бТел
11:26:33	8.31	--	128	106368	бТел
11:26:23	8.31	--	10	8310	бТел
11:26:18	8.31	--	48	39888	бТел
11:26:13	8.31	--	2	1662	бТел
11:26:03	8.31	-0.01	1	831	бТел
11:25:43	8.32	0.01	20	16640	бТел
11:25:23	8.31	-0.03	100	83100	бТел
11:25:23	8.34	--	1	834	бТел
11:25:18	8.34	0.02	22	18348	бРел
11:25:08	8.32	-0.01	200	166400	бТел
11:25:03	8.33	--	50	41650	бТел
11:24:53	8.33	--	7	5831	бТел
11:24:48	8.33	--	1	833	бТел
11:24:43	8.33	--	15	12495	бТел
11:24:23	8.33	-0.01	1	833	бТел
11:24:18	8.34	--	3	2502	бРел
11:24:13	8.34	--	57	47538	бРел
11:24:08	8.34	-0.01	40	33360	бТел
11:23:53	8.35	--	11	9185	бРел
11:23:43	8.35	--	10	8350	бРел
11:23:33	8.35	0.01	20	16700	бРел
11:23:28	8.34	-0.01	10	8340	бТел
11:23:23	8.35	--	13	10855	бРел
11:23:13	8.35	--	100	83500	бРел
11:23:03	8.35	--	10	8350	бРел
11:22:52	8.35	0.01	10	8350	бРел
11:22:47	8.34	--	1	834	бРел
11:22:42	8.34	--	7	5838	бРел
11:22:37	8.34	-0.01	97	80898	бТел
11:22:32	8.35	0.01	7	5845	бРел
11:22:17	8.34	--	2	1668	бТел
11:22:17	8.34	--	72	60048	бРел
11:22:02	8.34	--	4	3336	бРел
11:21:57	8.34	--	147	122598	бТел
11:21:47	8.34	--	15	12510	бТел
11:21:17	8.34	-0.01	208	173472	бТел
11:21:12	8.35	--	10	8350	бТел
11:21:07	8.35	0.01	31	25885	бРел
11:20:52	8.34	-0.01	49	40866	бТел
11:20:42	8.35	0.01	190	158650	бРел
11:20:32	8.34	--	35	29190	бТел
11:20:22	8.34	-0.01	5	4170	бТел
11:20:17	8.35	0.01	5	4175	бРел
11:20:12	8.34	--	1	834	бТел
11:20:02	8.34	--	5	4170	бТел
11:19:57	8.34	-0.01	30	25020	бТел
11:19:52	8.35	--	47	39245	бРел
11:19:47	8.35	--	85	70975	бРел
11:19:42	8.35	0.01	2	1670	бРел
11:19:37	8.34	--	13	10842	бТел
11:19:32	8.34	--	4	3336	бТел
11:19:17	8.34	-0.01	25	20850	бТел
11:19:07	8.35	--	27	22545	бТел
11:18:41	8.35	--	13	10855	бТел
11:18:36	8.35	--	28	23380	бТел
11:18:31	8.35	--	52	43420	бТел
11:18:21	8.35	-0.01	113	94355	бТел
11:18:16	8.36	0.01	111	92796	бРел
11:17:46	8.35	--	13	10855	бТел
11:17:41	8.35	--	227	189545	бТел
11:17:36	8.35	--	2	1670	бТел
11:17:31	8.35	--	3	2505	бТел
11:17:26	8.35	-0.01	20	16700	бТел
11:17:11	8.36	-0.01	27	22572	бТел
11:16:51	8.37	--	1	836	бРел
11:16:11	8.37	-0.01	1	836	бТел
11:16:06	8.38	--	1	838	бРел
11:15:41	8.38	--	82	68716	бТел
11:15:36	8.38	--	25	20950	бТел
11:15:26	8.38	-0.01	200	167600	бТел
11:15:16	8.39	--	5	4195	бРел
11:15:05	8.39	0.01	6	5034	бРел
11:14:50	8.38	--	66	55308	бТел
11:14:45	8.38	--	20	16760	бТел
11:14:15	8.38	0.02	1	838	бРел
11:13:50	8.36	-0.01	50	41800	бТел
11:13:45	8.37	--	11	9207	бТел
11:13:25	8.37	0.01	78	65285	бРел
11:13:10	8.36	--	5	4180	бТел
11:13:04	8.36	--	11	9196	жпптел
11:12:59	8.36	--	10	8360	бРел
11:12:49	8.36	--	30	25080	бРел
11:12:34	8.36	0.01	36	30095	бРел
11:12:19	8.35	--	80	66800	бТел
11:12:14	8.35	--	30	25050	бТел
11:11:54	8.35	-0.01	41	34235	бТел
11:11:44	8.36	--	15	12540	бРел
11:11:39	8.36	--	7	5852	бТел
11:11:29	8.36	--	1	836	бТел
11:11:29	8.36	--	74	61863	бТел
11:11:24	8.36	--	50	41800	бТел
11:11:14	8.36	--	14	11704	бТел
11:11:09	8.36	--	74	61863	бТел
11:11:04	8.36	--	5	4180	бТел
11:10:59	8.36	--	29	24244	бТел
11:10:54	8.36	--	2	1672	бТел
11:10:49	8.36	-0.01	295	246619	бТел
11:10:44	8.37	0.01	5	4185	бРел
11:10:39	8.36	--	33	27587	бТел
11:10:29	8.36	--	100	83600	бТел
11:10:24	8.36	--	31	25916	бТел
11:10:19	8.36	--	15	12540	бТел
11:10:14	8.36	--	15	12540	бТел
11:09:59	8.36	--	50	41800	бТел
11:09:54	8.36	--	31	25916	бТел
11:09:24	8.36	-0.02	100	83600	бТел
11:09:09	8.38	--	4	3352	бТел
11:09:04	8.38	--	5	4190	бТел
11:08:49	8.38	-0.01	5	4190	бТел
11:08:24	8.39	--	81	67959	бТел
11:07:54	8.39	-0.01	1	839	бТел
11:07:44	8.4	0.01	1	840	бРел
11:07:39	8.39	--	15	12585	бТел
11:07:29	8.39	-0.01	13	10907	бТел
11:07:24	8.4	0.01	80	67200	бРел
11:07:03	8.39	-0.01	5	4195	бТел
11:06:58	8.4	0.01	30	25200	бРел
11:06:48	8.39	--	230	192970	бРел
11:06:38	8.39	0.01	30	25170	бРел
11:06:23	8.38	0.02	31	25978	бРел
11:06:18	8.36	-0.02	5	4180	бТел
11:05:58	8.38	-0.01	12	10056	бТел
11:05:48	8.39	0.01	100	83900	бРел
11:05:43	8.38	--	70	58660	бТел
11:05:28	8.38	--	5	4190	бТел
11:05:23	8.38	--	20	16760	бТел
11:05:18	8.38	-0.01	39	32682	бТел
11:05:08	8.39	--	10	8390	бРел
11:04:58	8.39	--	20	16780	бРел
11:04:48	8.39	-0.01	58	48662	бТел
11:04:43	8.4	--	4	3360	бРел
11:04:28	8.4	--	62	52752	бТел
11:04:23	8.4	--	5	4200	бТел
11:04:18	8.4	--	57	47880	бТел
11:04:13	8.4	--	2	1680	бТел
11:04:08	8.4	--	20	16800	бТел
11:03:58	8.4	--	50	42000	бТел
11:03:53	8.4	0.01	145	121968	бРел
11:03:48	8.39	-0.01	26	21814	бТел
11:03:38	8.4	0.01	33	27720	бРел
11:03:33	8.39	-0.01	66	55374	бТел
11:03:23	8.4	--	61	51240	бРел
11:03:12	8.4	--	129	109032	бТел
11:03:07	8.4	-0.01	23	19320	бТел
11:02:42	8.41	--	33	27753	бТел
11:02:37	8.41	--	20	16820	бТел
11:02:32	8.41	--	5	4205	бТел
11:02:27	8.41	-0.01	5	4205	бТел
11:02:17	8.42	--	14	11788	бТел
11:02:12	8.42	-0.01	106	89252	бТел
11:01:57	8.43	0.01	50	42150	бРел
11:01:52	8.42	--	53	44626	бРел
11:01:32	8.42	0.02	5	4210	бРел
11:01:27	8.4	--	51	43008	бРел
11:01:17	8.4	--	106	89040	бРел
11:01:12	8.4	--	141	118440	бРел
11:01:07	8.4	--	14	11760	бРел
11:01:02	8.4	--	50	42000	бРел
11:00:57	8.4	--	527	442680	бРел
11:00:47	8.4	--	30	25200	бРел
11:00:42	8.4	--	370	310800	бРел
11:00:17	8.4	--	62	52080	бРел
11:00:17	8.4	--	5	4200	бРел
11:00:12	8.4	--	30	25200	бРел
10:59:57	8.4	0.01	5	4200	бРел
10:59:52	8.39	--	3	2517	бТел
10:59:21	8.39	--	47	39433	бРел
10:59:16	8.39	--	22	18458	бРел
10:58:56	8.39	--	30	25170	бРел
10:58:51	8.39	--	19	15941	бРел
10:58:46	8.39	--	1	839	бРел
10:58:41	8.39	0.01	5	4195	бРел
10:58:36	8.38	-0.01	1	838	бТел
10:58:21	8.39	-0.01	16	13424	бТел
10:58:11	8.4	0.01	80	67200	бРел
10:58:06	8.39	--	71	59569	бТел
10:57:46	8.39	--	10	8390	бТел
10:57:36	8.39	--	1	839	бРел
10:57:31	8.39	--	10	8390	бРел
10:57:26	8.39	0.01	2	1678	бРел
10:57:21	8.38	-0.01	10	8380	бТел
10:57:16	8.39	-0.01	17	14263	жпптел
10:56:21	8.4	0.05	5	4200	бРел
10:55:56	8.35	0.01	1	835	жпптел
10:55:51	8.34	-0.01	32	26688	бТел
10:55:46	8.35	--	100	83500	бРел
10:55:41	8.35	--	2	1670	бРел
10:55:36	8.35	--	3	2505	бРел
10:55:31	8.35	--	5	4175	бРел
10:55:26	8.35	-0.01	465	388275	бТел
10:55:20	8.36	--	310	259159	бТел
10:55:10	8.36	--	10	8360	бТел
10:54:55	8.36	-0.02	5	4180	бТел
10:54:45	8.38	--	1	838	бРел
10:54:40	8.38	-0.01	242	202796	бТел
10:54:15	8.39	0.01	42	35238	бРел
10:54:10	8.38	-0.01	20	16760	бТел
10:53:55	8.39	0.01	100	83900	бРел
10:53:45	8.38	--	5	4190	бТел
10:53:35	8.38	-0.02	10	8380	бТел
10:53:30	8.4	0.01	65	54600	бРел
10:53:25	8.39	-0.01	57	47823	бТел
10:53:00	8.4	-0.03	33	27720	бТел
10:52:35	8.43	--	2	1686	бРел
10:52:30	8.43	-0.01	63	53109	бТел
10:52:25	8.44	--	110	92840	бРел
10:52:15	8.44	-0.01	12	10128	жпптел
10:52:10	8.45	0.01	115	97174	бРел
10:52:05	8.44	-0.01	16	13504	жпптел
10:52:00	8.45	--	33	27884	бРел
10:51:55	8.45	0.01	400	338000	бРел
10:51:50	8.44	-0.01	8	6752	бТел
10:51:45	8.45	--	20	16900	бРел
10:51:40	8.45	0.01	80	67600	бРел
10:51:30	8.44	--	15	12660	бРел
10:51:19	8.44	0.01	47	39668	бРел
10:51:14	8.43	0.03	136	114648	бРел
10:51:09	8.4	-0.02	5	4200	бТел
10:51:04	8.42	0.02	332	279544	бРел
10:50:54	8.4	--	75	63000	бРел
10:50:44	8.4	--	50	42000	бРел
10:50:34	8.4	0.02	1000	840000	бРел
10:50:29	8.38	0.02	1010	846380	бРел
10:50:09	8.36	--	13	10868	бРел
10:50:04	8.36	0.01	35	29259	бРел
10:49:54	8.35	--	215	179525	бРел
10:49:49	8.35	--	11	9185	бРел
10:49:44	8.35	0.01	446	372410	бРел
10:49:39	8.34	-0.01	1	834	бТел
10:49:34	8.35	0.01	15	12525	бРел
10:49:24	8.34	0.01	103	85902	бРел
10:49:14	8.33	-0.01	111	92463	бТел
10:49:04	8.34	0.01	50	41700	бРел
10:48:59	8.33	--	5	4165	бТел
10:48:54	8.33	-0.01	11	9163	бТел
10:48:34	8.34	0.01	18	15012	бРел
10:48:29	8.33	--	2	1666	бТел
10:48:24	8.33	--	10	8330	бТел
10:48:14	8.33	-0.01	30	24990	бТел
10:47:49	8.34	-0.01	75	62550	жпптел
10:47:18	8.35	0.01	5	4175	бРел
10:47:08	8.34	--	39	32526	бТел
10:46:58	8.34	--	130	108420	бРел
10:46:48	8.34	--	2	1668	бТел
10:46:33	8.34	--	5	4170	бТел
10:46:28	8.34	--	7	5838	бТел
10:46:18	8.34	--	10	8340	бТел
10:46:13	8.34	--	1	834	бТел
10:46:08	8.34	--	4	3336	бТел
10:46:03	8.34	0.01	1	834	бРел
10:45:53	8.33	--	6	4998	бТел
10:45:48	8.33	--	27	22491	бТел
10:45:38	8.33	--	5	4165	бТел
10:45:33	8.33	--	1	833	бТел
10:45:23	8.33	--	6	4998	бТел
10:45:13	8.33	0.01	69	57477	бРел
10:45:03	8.32	--	1	832	бТел
10:44:58	8.32	-0.01	3	2496	бТел
10:44:53	8.33	0.01	10	8330	бРел
10:44:48	8.32	--	8	6656	бТел
10:44:38	8.32	-0.01	2	1664	бТел
10:44:38	8.33	--	30	24990	бРел
10:44:33	8.33	0.01	2	1666	бРел
10:44:23	8.32	-0.01	46	38272	бТел
10:44:18	8.33	0.01	10	8330	бРел
10:44:13	8.32	-0.01	40	33280	бТел
10:44:08	8.33	--	30	24990	бРел
10:43:53	8.33	-0.01	33	27489	бТел
10:43:53	8.34	-0.01	40	33360	бТел
10:43:48	8.35	--	8	6680	бРел
10:43:38	8.35	0.01	52	43420	бРел
10:43:28	8.34	--	5	4170	бТел
10:43:18	8.34	--	17	14178	бРел
10:43:18	8.34	--	18	15012	бРел
10:43:03	8.34	0.02	20	16680	бРел
10:42:53	8.32	-0.02	18	14976	бТел
10:42:38	8.34	--	107	89238	бТел
10:42:23	8.34	0.03	256	213504	бРел
10:42:08	8.31	0.01	5	4155	жпптел
10:41:53	8.3	-0.04	270	224100	бТел
10:41:48	8.34	0.01	20	16680	бРел
10:41:43	8.33	0.03	33	27489	бРел
10:41:33	8.3	--	15	12450	бТел
10:41:28	8.3	--	21	17430	бТел
10:41:18	8.3	0.03	14	11620	бРел
10:41:13	8.27	--	98	81046	бТел
10:41:03	8.27	-0.03	6	4962	бТел
10:40:58	8.3	0.01	307	254810	бРел
10:40:43	8.29	0.02	57	47252	жпптел
10:40:28	8.27	-0.03	223	184421	бТел
10:40:08	8.3	--	9	7470	бРел
10:39:58	8.3	--	186	154380	бТел
10:39:43	8.3	-0.02	281	233230	бТел
10:39:38	8.32	--	38	31616	бТел
10:39:23	8.32	-0.01	16	13312	бТел
10:39:18	8.33	--	18	14994	бТел
10:39:08	8.33	-0.02	240	199920	бТел
10:38:38	8.35	--	40	33400	бТел
10:38:33	8.35	--	40	33400	бТел
10:38:23	8.35	-0.01	20	16700	бТел
10:38:18	8.36	--	3	2508	бТел
10:38:13	8.36	0.01	4	3344	жпптел
10:37:48	8.35	--	60	50100	бТел
10:37:23	8.35	--	105	87675	бТел
10:37:13	8.35	--	150	125250	бТел
10:36:53	8.35	-0.03	50	41750	бТел
10:36:43	8.38	-0.01	43	36034	бТел
10:36:23	8.39	0.01	30	25170	бТел
10:36:08	8.38	-0.01	210	175980	бТел
10:35:52	8.39	--	45	37755	бТел
10:35:47	8.39	-0.01	6	5034	бТел
10:35:32	8.4	0.01	127	106680	бРел
10:35:17	8.39	--	5	4195	бРел
10:35:12	8.39	0.01	92	77188	бРел
10:35:07	8.38	--	15	12570	бТел
10:34:57	8.38	--	8	6704	бТел
10:34:52	8.38	--	23	19274	бРел
10:34:47	8.38	0.01	13	10894	бРел
10:34:42	8.37	--	15	12554	жпптел
10:34:17	8.37	0.02	29	24272	бРел
10:34:12	8.35	--	10	8350	бТел
10:34:07	8.35	--	11	9185	бТел
10:33:57	8.35	--	2	1670	бТел
10:33:47	8.35	-0.02	10	8350	бТел
10:33:32	8.37	0.03	10	8370	бРел
10:33:22	8.34	-0.01	10	8340	бТел
10:33:17	8.35	--	104	86840	бРел
10:33:12	8.35	--	10	8350	бРел
10:33:07	8.35	--	167	139445	бРел
10:32:52	8.35	0.02	13	10855	бРел
10:32:37	8.33	-0.01	99	82467	бТел
10:32:22	8.34	--	46	38364	бРел
10:32:12	8.34	0.01	33	27522	бРел
10:32:07	8.33	--	1	833	бТел
10:32:02	8.33	-0.01	120	99960	бРел
10:31:52	8.34	0.01	44	36696	бРел
10:31:32	8.33	-0.01	44	36652	бТел
10:31:17	8.34	--	69	57546	бТел
10:31:02	8.34	-0.01	10	8340	бТел
10:30:57	8.35	--	61	50935	бРел
10:30:42	8.35	--	57	47595	бТел
10:30:32	8.35	-0.02	148	123580	бТел
10:30:27	8.37	--	38	31805	бТел
10:30:12	8.37	-0.03	18	15065	бТел
10:29:42	8.4	--	52	43680	бТел
10:29:37	8.4	-0.01	68	57120	бТел
10:29:27	8.41	--	5	4205	бТел
10:29:22	8.41	--	38	31958	бТел
10:29:12	8.41	0.01	18	15138	жпптел
10:29:02	8.4	-0.03	168	141120	бТел
10:28:47	8.43	-0.01	263	221709	бТел
10:28:32	8.44	--	224	189056	бРел
10:28:17	8.44	0.01	17	14348	бРел
10:28:12	8.43	--	63	53109	бТел
10:28:02	8.43	--	15	12645	бТел
10:27:57	8.43	0.01	44	37092	бРел
10:27:47	8.42	-0.01	43	36206	бТел
10:27:42	8.43	--	320	269760	бРел
10:27:27	8.43	--	71	59853	бТел
10:27:22	8.43	-0.01	103	86829	бТел
10:27:12	8.44	0.01	7	5908	бРел
10:27:12	8.43	-0.01	45	37935	бТел
10:26:57	8.44	0.02	27	22788	бРел
10:26:52	8.42	-0.02	55	46310	бТел
10:26:37	8.44	0.01	55	46420	бРел
10:26:22	8.43	-0.01	94	79242	жпптел
10:26:07	8.44	0.02	300	253199	бРел
10:26:02	8.42	--	1005	846210	бРел
10:25:52	8.42	--	6	5052	бРел
10:25:47	8.42	0.01	10	8420	бРел
10:25:42	8.41	-0.01	99	83259	бТел
10:25:37	8.42	0.01	54	45468	бРел
10:25:27	8.41	0.01	111	93351	бРел
10:25:17	8.4	--	1	840	бТел
10:25:02	8.4	0.04	150	126000	бРел
10:24:57	8.36	--	20	16720	бРел
10:24:52	8.36	--	106	88616	бТел
10:24:42	8.36	-0.02	31	25916	бТел
10:24:27	8.38	-0.02	10	8380	жпптел
10:24:17	8.4	0.04	20	16800	бРел
10:24:11	8.36	-0.02	573	479027	бТел
10:23:56	8.38	--	70	58660	бРел
10:23:46	8.38	--	12	10056	бРел
10:23:41	8.38	--	20	16760	бРел
10:23:36	8.38	--	10	8380	бРел
10:23:26	8.38	-0.01	132	110616	бТел
10:23:21	8.39	-0.01	22	18458	бТел
10:23:06	8.4	0.05	8	6720	бРел
10:22:56	8.35	-0.05	20	16700	бТел
10:22:51	8.4	--	80	67200	бРел
10:22:36	8.4	0.02	222	186480	бРел
10:22:31	8.38	-0.01	6	5028	бРел
10:22:21	8.39	--	5	4195	бРел
10:22:11	8.39	0.02	114	95646	бРел
10:22:06	8.37	-0.01	178	148986	бТел
10:21:46	8.38	--	41	34358	бРел
10:21:41	8.38	--	22	18436	бРел
10:21:31	8.38	0.03	118	98884	бРел
10:21:26	8.35	--	358	298930	бТел
10:21:11	8.35	0.01	60	50100	жпптел
10:21:01	8.34	-0.01	314	261876	бТел
10:20:56	8.35	0.01	12	10020	бРел
10:20:51	8.34	--	92	76728	бТел
10:20:41	8.34	--	28	23352	бТел
10:20:21	8.34	-0.02	229	190986	бТел
10:20:06	8.36	--	208	173888	бРел
10:19:46	8.36	--	3	2508	бРел
10:19:46	8.36	-0.02	370	309320	бТел
10:19:36	8.38	--	5	4190	бТел
10:19:36	8.38	--	114	95532	бРел
10:19:21	8.38	--	11	9218	бРел
10:19:16	8.38	0.01	104	87152	бРел
10:19:01	8.37	--	28	23435	бРел
10:18:46	8.37	0.01	11	9207	бРел
10:18:36	8.36	--	81	67716	бРел
10:18:31	8.36	--	5	4180	бРел
10:18:26	8.36	0.02	1	836	бРел
10:18:11	8.34	--	14	11676	бРел
10:18:06	8.34	0.01	6	5004	бРел
10:17:56	8.33	--	96	79968	бРел
10:17:46	8.33	0.01	117	97461	бРел
10:17:46	8.32	--	80	66560	бРел
10:17:26	8.32	0.02	95	79040	бРел
10:17:06	8.3	--	3	2490	бТел
10:17:01	8.3	0.02	67	55610	бРел
10:16:56	8.28	-0.02	358	296424	бТел
10:16:51	8.3	--	67	55610	бТел
10:16:46	8.3	--	21	17430	бТел
10:16:46	8.3	--	40	33200	бТел
10:16:36	8.3	--	8	6640	бРел
10:16:26	8.3	--	18	14940	бРел
10:16:21	8.3	-0.01	294	244020	бТел
10:16:11	8.31	-0.01	1	831	бТел
10:16:06	8.32	--	36	29952	бРел
10:15:41	8.32	-0.01	43	35776	бТел
10:15:41	8.33	--	4	3332	бРел
10:15:31	8.33	-0.02	4	3332	бТел
10:15:31	8.35	0.02	46	38410	жпптел
10:15:16	8.33	-0.04	195	162435	бТел
10:15:11	8.37	--	151	126386	бРел
10:15:01	8.37	-0.01	6	5021	бТел
10:14:51	8.38	--	44	36872	бРел
10:14:41	8.38	-0.02	480	402240	бТел
10:14:26	8.4	--	32	26880	бРел
10:14:21	8.4	--	200	168000	бРел
